,Location,Name,Rating,Price Range,Cuisine Type,Address,Phone Number,Num Reviews,Num Photos
41,Hastings-Sunrise,Starbucks,3.6,CA$20 for two,Cafe,"2795 East Hastings Street, Vancouver V5K",+16042152424,12,18
42,Hastings-Sunrise,Subway,2.9,CA$25 for two,Fast Food,"108-2828 East Hastings Street, Vancouver V6A4J1",+16042517900,10,14
43,Hastings-Sunrise,Dachi,-,CA$35 for two,"Pacific Northwest, Seafood","2297 East Hastings Street, Hastings-Sunrise, Vancouver",+16045690456,2,0
44,Hastings-Sunrise,Fuku Ramen,-,CA$20 for two,"Japanese, Ramen","114, 2800 East 1st Avenue, Vancouver, BC V5M 4N9, Vancouver",+16046200200,2,1
45,Hastings-Sunrise,Gong Cha Renfrew,-,CA$30 for two,"Taiwanese, Beverages","2887 E 12th Ave, Hastings-Sunrise, Vancouver, Vancouver",+16044234995,2,0
46,Hastings-Sunrise,Jerome's,-,CA$40 for two,Bar Food,"Hastings Racecourse, Gate 6, 88 North Renfrew Street, Vancouver V6A0A7",+16042541631,1,1
47,Hastings-Sunrise,Furlongs Eatery,-,CA$20 for two,"Cafe, Fast Food","Hastings Racecourse, PNE Gate 6, 88 North Renfrew Street, Vancouver V5K2B1",+16042541631,1,2
48,Hastings-Sunrise,Sun Yee Cafe Restaurant,-,CA$40 for two,Chinese,"2060 E Hastings St, Hastings-Sunrise, Vancouver, Vancouver",+16042154101,1,0
49,Hastings-Sunrise,Black Rook Bakehouse,4.0,CA$15 for two,"Cafe, Bakery","2474 East Hastings Street, Vancouver V5L 1V2",+16045635094,62,42
50,Hastings-Sunrise,East Cafe,3.8,CA$30 for two,Cafe,"2401 East Hastings Street, Vancouver V5K1Y8",+16045596400,34,18
51,Hastings-Sunrise,Rumi Rose Garden,3.8,CA$20 for two,"Cafe, Middle Eastern","3660 East Hastings Street, Vancouver V5K2A9",+16045584455,24,10
52,Hastings-Sunrise,Riz Sushi Cafe,3.1,CA$25 for two,"Bubble Tea, Japanese, Asian","2887 East Broadway, Vancouver V5M",+16042159799,38,19
53,Hastings-Sunrise,Laughing Bean Coffee,3.9,CA$20 for two,Cafe,"2695 East Hastings Street, Vancouver V5K3W8",+16042515282,39,14
54,Hastings-Sunrise,Ethical Bean Coffee,3.6,CA$20 for two,Cafe,"1315 Kootenay Street, Vancouver V5K4Y3",+16044313830,23,11
55,Hastings-Sunrise,Hopewell,3.6,CA$20 for two,"Chinese, BBQ, Asian","1st Avenue Marketplace, 213-2800 East 1st Avenue, Vancouver V5M4N9",+16042513386,22,19
56,Hastings-Sunrise,Bianca-Maria Italian Foods,-,CA$15 for two,Deli,"2469 East Hastings Street, Vancouver",+16042539626,1,5
57,Hastings-Sunrise,SY Farm Market,-,CA$15 for two,"BBQ, Chinese, Asian","2436 East Hastings Street, Vancouver V5K3V2",+16046206608,1,7
58,Hastings-Sunrise,Eclipse Lounge,-,CA$40 for two,Bar Food,"Hastings Racecourse, Gate 6, 88 North Renfrew Street, Vancouver V5K2B1",+16042541631,0,2
59,Hastings-Sunrise,Tim Hortons - Temporarily Closed,-,CA$25 for two,Cafe,"2839 East Hastings Unit #1, Vancouver",+16042542735,0,1
60,Hastings-Sunrise,Delicioze Cafe,-,CA$15 for two,Cafe,"3596 East Hastings Street, Vancouver",+16042996444,0,4
