,Location,Name,Rating,Price Range,Cuisine Type,Address,Phone Number,Num Reviews,Num Photos
25,City of Langley,NY Grill & Bistro,3.8,CA$60 for two,"Grill, Bar Food","20204 Fraser Highway, Langley V3A4E7",+17782782989,57,17
26,City of Langley,Andreas,3.7,CA$40 for two,"Greek, Italian, Pizza","20227 56 Avenue, Langley V3A3Y6",+16045330111,55,26
27,City of Langley,Cactus Club Cafe Langley,3.8,CA$70 for two,Canadian,"101-6070 200th Street, Langley V3A 1N4",+16044272101,55,36
28,City of Langley,Naka Bistro,3.7,CA$35 for two,"Thai, Asian","20055 Fraser Hwy, Langley, Langley V3A4G3",+16045101558,33,49
29,City of Langley,Kostas Greek Restaurant,3.7,CA$70 for two,Greek,"20080 Fraser Highway, Langley V3A",+16045309531,48,8
30,City of Langley,C & U Vietnamese Restaurant,4.0,CA$30 for two,"Vietnamese, Cambodian, Asian","Willow Tree Plaza, 19665 Willowbrook Drive, Langley V2Y1A5",+16045337988,46,14
31,City of Langley,Baik Mi Korean Restaurant,3.7,CA$30 for two,"Korean, Asian","19539 Fraser Highway, Langley V3S9A4",+17782780788,34,24
32,City of Langley,Venetis Restaurant Steak & Seafood House,3.5,CA$55 for two,"Italian, Seafood, Steak","Douglas Plaza, 20511 Douglas Crescent, Langley V3A4N3",+16045343922,42,9
33,City of Langley,Miraku Japanese Restaurant,3.9,CA$30 for two,"Sushi, Japanese, Asian","19950 Willowbrook Drive, Langley V2Y 1K9",+16044270290,38,20
34,City of Langley,Earls,3.5,CA$70 for two,Canadian,"Langley Crossing, 6339 200th Street, Langley V2Y",+16045348750,51,34
35,City of Langley,Chop Chop Chinese Takeout,3.9,CA$35 for two,"Chinese, Asian","20587 Fraser Highway, Langley V3A",+16045349922,39,8
36,City of Langley,Me-n-Ed's Pizza Parlor,3.4,CA$40 for two,"Pizza, Italian","20270 Fraser Highway, Langley V3A4E4",+16045343400,51,6
37,City of Langley,Kalma Family Restaurant,3.5,CA$40 for two,Deli,"20555 56 Avenue, Langley V3A",+16045320776,39,14
38,City of Langley,Wings,3.1,CA$55 for two,Bar Food,"19696 Fraser Highway, Langley V3A4C7",+16045103090,46,12
39,City of Langley,Sammy J's Bar & Grill,3.1,CA$40 for two,"Bar Food, Canadian","101-19925 Willowbrook Drive, Langley V2Y1A7",+16045140224,42,10
40,City of Langley,Red Robin Gourmet Burgers and Brews,3.0,CA$30 for two,"Burger, Canadian","6141 200 St, Langley, BC, Langley V2Y1K9",+16045304484,48,23
41,City of Langley,Pho Tau Bay,4.0,CA$20 for two,"Vietnamese, Asian","5790 203 Street, Langley V3A 1W3",+16045336938,43,14
42,City of Langley,Mr Mike's Steakhouse,3.3,CA$70 for two,"Burger, Steak","Logan Square, 20020 Willowbrook Drive, Langley V3A5E6",+16045341100,41,15
43,City of Langley,Jun Sushi Japanese Restaurant,3.6,CA$25 for two,"Sushi, Japanese, Asian","5576 204 Street, Langley, Langley V3A 1Z5",+17782788918,38,4
44,City of Langley,C-Lovers Fish & Chips,3.5,CA$30 for two,"Fish and Chips, Seafood, Fast Food","Valley Centre, 20151 Fraser Highway, Langley V3A4E4",+16045329747,42,6
45,City of Langley,Sushico Japanese Restaurant,3.6,CA$35 for two,"Sushi, Japanese, Asian","Riocan Langley Centre, 20065 Langley Bypass, Langley V3A",+16044270202,32,29
46,City of Langley,Star Lake Chinese,3.2,CA$25 for two,"Chinese, Asian","Josan Plaza, 168-6343 198th Street, Langley V2Y",+16045333018,35,2
47,City of Langley,Match Eatery and Public House,3.5,CA$60 for two,Bar Food,"Cascades Casino Resort, 20393 Fraser Highway, Langley V3A7N2",+16045302211,32,11
48,City of Langley,Fox & Fiddle,3.4,CA$60 for two,"Burger, Bar Food, British","19530 Langley Bypass, Langley V3A7B1",+16045305040,32,8
49,City of Langley,White Spot,2.8,CA$50 for two,Canadian,"Willowbrook Shopping Centre, 19651 Fraser Highway, Langley V3A",+16045341222,34,32
50,City of Langley,Mucho Burrito,3.6,CA$25 for two,Mexican,"Langley Crossing, 6339 200th Street, Langley V2Y1A2",+16045106006,35,12
51,City of Langley,Flourishing Chinese Seafood Restaurant,3.6,CA$40 for two,"Sichuan, Cantonese, Chinese, Asian","20472 Fraser Highway, Langley V3A",+16045343335,33,14
52,City of Langley,WOKing Restaurant,3.2,CA$25 for two,Chinese,"Douglas Plaza, 20531 Douglas Crescent, Langley V3A4N3",+16045147888,23,8
53,City of Langley,Marble Slab Creamery,3.9,CA$15 for two,"Ice Cream, Desserts","Langley Crossing, 305-6339 200 Street, Langley V2Y",+17782782425,33,13
54,City of Langley,Lee's Famous Recipe Chicken,3.7,CA$20 for two,Fast Food,"20162 Fraser Highway, Langley V3A4E4",+16045346675,23,10
55,City of Langley,Co 2 Go Bistro,3.4,CA$25 for two,Asian Fusion,"19289 Langley Bypass, Suite 106, Langley, Langley V3S 6K1",+16045104865,9,33
56,City of Langley,Wong's Chinese Restaurant,3.8,CA$50 for two,"Chinese, Asian","20349 Fraser Highway, Langley V3A4E8",+16045326938,27,4
57,City of Langley,Boston Pizza,3.2,CA$45 for two,"Pizza, Bar Food","19700 Langley Bypass, Langley, Langley V3A7B1",+16045345233,30,18
58,City of Langley,Dragon Garden Restaurant,2.8,CA$40 for two,"Chinese, Asian","Valley Centre, 20151 Fraser Highway, Langley V3A4E4",+16045333289,20,10
59,City of Langley,Captain's Galley Fish & Chips,3.6,CA$45 for two,Fish and Chips,"20173 56 Avenue, Langley V3A",+16045332522,20,8
60,City of Langley,Rendezvous Pub,3.5,CA$40 for two,Bar Food,"20620 56 Avenue, Langley V3A3Z1",+16045343455,27,3
61,City of Langley,Kam Wah,3.7,CA$25 for two,"Chinese, Asian","20611 Fraser Highway, Langley V3A4G4",+16045331112,18,2
62,City of Langley,Sakura Sushi,3.8,CA$25 for two,"Sushi, Japanese, Asian","20493 Fraser Highway, Langley V3A4G3",+16045320400,19,5
63,City of Langley,Ming & Sing Chinese Express,2.9,CA$20 for two,"Chinese, Asian, Fast Food","Riocan Langley Centre, 20090 Langley Bypass, Langley V3A9J7",+16045106003,26,3
64,City of Langley,Samba Sushi,3.4,CA$45 for two,"Sushi, Japanese","20437 Fraser Highway, Langley V3A 2J9",+16044270552,11,22
65,City of Langley,Emilio Finatti Sicilian Pizzeria,3.7,CA$35 for two,Italian,"20125 Fraser Highway, Langley, Langley V3A 4E4",+16045105548,12,3
66,City of Langley,Nando's,3.5,CA$25 for two,"Portuguese, African","Unit 30, Riocan Langley Gate Shopping Centre, 20190 Langley Bypass, Langley V3A9J9",+16045143200,20,17
67,City of Langley,Hiro Sushi,3.5,CA$30 for two,"Sushi, Japanese, Asian","19537 Fraser Highway, Langley V3S9A4",+16045335250,12,17
68,City of Langley,Samz Pub,3.4,CA$65 for two,Bar Food,"19580 56th Avenue, Langley V3S6K3",+16045304000,21,3
69,City of Langley,Baskin-Robbins,3.9,CA$15 for two,"Ice Cream, Desserts","Westbrook Centre, 19585 Fraser Highway, Langley V3S",+16045307655,19,4
70,City of Langley,Tacoholic,3.4,CA$15 for two,"Mexican, Tex-Mex","20631 Fraser Highway, Metro Vancouver, Langley V3A 4G5",+16044274779,11,12
71,City of Langley,McBurney Coffee & Tea House,3.4,CA$20 for two,Cafe,"20504 Fraser Highway, Langley V3A",+16045141144,21,2
72,City of Langley,Golden River Express,3.0,CA$20 for two,Chinese,"Fraser Crossing Plaza, 55-20821 Fraser Highway, Langley V3A4G7",+16045326823,15,2
73,City of Langley,Original Joe's Restaurant & Bar,3.6,CA$65 for two,"Burger, Bar Food","20811 Fraser Highway #5, City of Langley, Langley, Langley V3A4G7",+16044274247,17,9
74,City of Langley,Papa John's,3.0,CA$25 for two,"Pizza, Fast Food","Fraser Crossing Plaza, 20811 Fraser Highway, Langley V3A",+16045329619,15,5
75,City of Langley,Sidra's Pizza,3.0,for two,"Italian, Pizza","335-20202 66 Avenue, Langley, Langley",+16045321000,10,5
76,City of Langley,Dream Pizza,3.2,CA$15 for two,Pizza,"20486 Logan Avenue, Langley V3A4L8",+16045337727,10,1
77,City of Langley,Rib & Chicken,3.5,CA$20 for two,Korean,"5568 206 Street #103, Langley, BC V3A 7T1, Langley",+16044274633,8,10
78,City of Langley,Manchu Wok,2.8,CA$20 for two,"Fast Food, Chinese, Asian","Willowbrook Shopping Centre, Food Court, 19705 Fraser Highway, Langley V3A8H2",+16045148839,13,9
79,City of Langley,Golf Square,3.5,CA$50 for two,"Bar Food, Japanese, Asian, Canadian","101-20121 Willowbrook Drive, Langley V3A5E6",+16044270090,6,16
80,City of Langley,Mattu's Coffee & Tea,3.2,CA$25 for two,Cafe,"Willowbrook Shopping Centre, 454-19705 Fraser Highway, Langley V3A",+16045341782,10,7
81,City of Langley,Pizza Hut,2.5,CA$30 for two,"Pizza, Fast Food","Willowbrook Park, 6225 200th Street, Langley V2Y",+16045321099,15,28
82,City of Langley,Damianos Pizza,3.7,CA$20 for two,"Pizza, Italian","19897 56 Avenue, Langley V3A3X9",+16045333279,11,0
83,City of Langley,Denny's,3.0,CA$40 for two,American,"19777 Willowbrook Drive, Langley",+16045391170,5,39
84,City of Langley,Wild Wing,3.4,CA$35 for two,Bar Food,"Langley Crossing, 6339 200th Street, Langley V2Y1A7",+16045391133,11,4
85,City of Langley,Triple O's,3.7,CA$25 for two,Fast Food,"Riocan Centre, 20090 Langley Bypass, Langley V3A9J7",+16045399222,13,14
86,City of Langley,Dairy Queen Grill & Chill,3.2,CA$20 for two,"Fast Food, Desserts","20300 Fraser Highway, Langley V3A",+16045342321,13,12
87,City of Langley,ABC Country Restaurant,3.1,CA$45 for two,"Diner, American","5978 Glover Road, Langley V3A4H9",+16045301322,12,21
88,City of Langley,Baselines Pub,2.6,CA$55 for two,Bar Food,"20340 Fraser Highway, Langley V3A4E8",+16045766501,12,4
89,City of Langley,Hot Spot Pizza,3.4,CA$20 for two,"Pizza, Italian","101 - 20631 Fraser Highway, Langley, Langley V3A 7T1",+16045101111,6,4
90,City of Langley,McDonald's,3.1,CA$20 for two,Fast Food,"19780 Fraser Highway, Langley V3A7Z5",+16045141820,8,11
91,City of Langley,Chuck E. Cheese's,2.8,CA$30 for two,"Pizza, Sandwich, American","Langley Crossing, 908-6339 200 Street, Langley V2Y",+16045349966,12,3
92,City of Langley,A&W,3.7,CA$20 for two,Fast Food,"Willowbrook Park, 6241 200th Street, Langley V2Y",+16045341497,8,7
93,City of Langley,The Chopped Leaf (Langley North),3.3,for two,Healthy Food,"20159 88th Avenue, Unit C108, Langley V1M 0A4",+16048882467,9,2
94,City of Langley,Little Caesar's,3.2,CA$20 for two,"Pizza, Fast Food","Willow Tree Plaza, 19665 Willowbrook Drive, Langley V2Y 1A5",+16045330001,11,12
95,City of Langley,KFC,3.2,CA$20 for two,Fast Food,"Willowbrook Shopping Centre, Food Court, 19705 Fraser Highway, Langley V3A8H2",+16045397758,7,5
96,City of Langley,Katy's,3.4,CA$35 for two,Diner,"Douglas Plaza, 20535 Douglas Crescent, Langley V3A4B6",+16045103873,5,2
97,City of Langley,DK Chicken,3.5,CA$20 for two,American,"19475 Fraser Hwy, Surrey, BC V3S 6K7, Langley, British Columbia, Metro Vancouver, Langley",+16045143700,4,4
98,City of Langley,Akedo Showten Ramen+Gyoza,3.6,CA$20 for two,Ramen,"20218 Fraser Highway, Langley City, BC V3A 4E6, Langley",+16044273355,5,3
99,City of Langley,Starbucks,3.7,CA$20 for two,Cafe,"Riocan Langley Centre, 20015 Langley Bypass, Langley V3A8R6",+16045142315,6,15
100,City of Langley,Sashimi Sushi,3.6,CA$25 for two,"Sushi, Japanese, Asian","Willowbrook Shopping Centre, 19705 Fraser Highway, Langley V3A",+17782787711,7,2
101,City of Langley,The Chef Sushi,3.3,CA$25 for two,"Japanese, Sushi","20811 Fraser Highway, Suite 21, Langley V3A 4G7",+16045143324,4,9
102,City of Langley,Healthy Monkey Cafe,-,CA$30 for two,"Juices, Beverages, Healthy Food, Cafe","110-20353 64th Avenue, Langley",+17782772270,1,2
103,City of Langley,Teriyaki Experience,2.9,CA$25 for two,"Fast Food, Japanese, Asian","Willowbrook Shopping Centre, Food Court, 19705 Fraser Highway, Langley V3A",+16045346682,5,3
104,City of Langley,Wendy's,2.6,CA$20 for two,Fast Food,"19644 Fraser Hwy, Langley V3A4C7",+16045332143,6,29
105,City of Langley,Ricky's Country Restaurant,-,CA$60 for two,"American, Fast Food","19219 56th Avenue, Langley V3S 8V9",+16045767770,3,28
106,City of Langley,Subway,3.7,CA$25 for two,Fast Food,"Fraser Crossing Plaza, 20821 Fraser Highway, Langley V3A4G7",+16045140080,5,14
107,City of Langley,Firecrust Pizza,3.7,CA$20 for two,Pizza,"40 - 20160 Langley Bypass, Langley, BC V3A 9J9, Langley",+16044274338,4,4
108,City of Langley,Burger King,-,CA$20 for two,"Burger, Fast Food","19996 Fraser Highway, Langley V3A",+16045300884,3,63
109,City of Langley,Fresh Donair,-,CA$25 for two,Mediterranean,"804-6339 200 Street, Langley, Langley V2Y 1A7",+16044273393,2,1
110,City of Langley,Thai Express,3.5,CA$20 for two,"Fast Food, Thai, Asian","Willowbrook Shopping Centre, Food Court, 19705 Fraser Highway, Langley V3A7E9",+16044272247,4,8
111,City of Langley,Ham Ji Bak,-,CA$25 for two,"Korean, Asian","Westbrook Centre, Inside H Mart, 19555 Fraser Highway, Langley V3S",+16045102877,3,4
112,City of Langley,Quesadillas and Chilaquiles,-,CA$25 for two,Mexican,"5572 204 Street, Langley V3Z 1Z5",+16045397551,2,0
113,City of Langley,John's Chicken House,-,CA$15 for two,"American, Fast Food","20162 Fraser Highway, Langley, Langley V3A 4E4",+16045346675,1,2
114,City of Langley,Pizza Mantra,-,CA$20 for two,Pizza,"8948 202 St #9, Langley Twp, BC , Langley V1M 4 A7",+1778298-8000,1,8
115,City of Langley,Kernels,-,CA$15 for two,Fast Food,"Willowbrook Shopping Centre, 19705 Fraser Highway, Langley V3A",+16045392201,3,2
116,City of Langley,Streats,-,CA$20 for two,"Fast Food, Mexican","20689 Willoughby Town Centre Dr A150, Langley Twp, Langley",+17782981234,2,6
117,City of Langley,OPA!,-,CA$20 for two,"Fast Food, Greek","Willowbrook Shopping Centre, Food Court, 19705 Fraser Highway, Langley V3A7E9",+16045103818,2,2
118,City of Langley,Creekside Coffee Factory,-,CA$15 for two,"Cafe, Coffee and Tea","20202 66 Avenue, Langley, BC V2Y 1P6, Langley",+16045148220,1,2
119,City of Langley,Orange Julius,-,CA$15 for two,"Fast Food, Juices, Beverages","K4-19705 Fraser Hwy, Langley V3A",+16045344317,2,1
120,City of Langley,Crepe Delicious,-,CA$10 for two,"French, Sandwich, Desserts","Willowbrook Shopping Centre, 19705 Fraser Highway, Langley V3A 7E9",+16044273434,1,1
121,City of Langley,Ricardo’s Pizza,-,CA$20 for two,Pizza,"20121 Willowbrook Dr #102, Langley Twp, Langley",+16044273435,1,0
122,City of Langley,Fricken Waffle Cafe,-,CA$20 for two,"Fast Food, Desserts, Bakery","5499 203 Street, Suite 102, Langley City, BC V3A 1W1, Langley",+16044272277,1,6
123,City of Langley,Quiznos,-,CA$25 for two,"Fast Food, Sandwich","20055 Langley Bypass A, Langley V3A8R6",+16045309911,1,6
124,City of Langley,DAVIDsTEA,-,CA$15 for two,"Tea, Beverages","Willowbrook Shopping Centre, 19705 Fraser Highway, Langley",+16045335320,1,3
125,City of Langley,Ricky's Country Restaurant,-,CA$25 for two,"Grill, Bar Food","5978 Glover Road, Langley V3A 4H9",+16045301322,0,0
126,City of Langley,Papa John's Pizza,-,CA$20 for two,Pizza,"20811 Fraser Highway #17 Ste 17, Langley",+16045329619,0,6
127,City of Langley,Dairy Queen Grill & Chill,-,CA$15 for two,Fast Food,"1-6131 200 Street, Langley",+16045342381,0,0
128,City of Langley,Tim Hortons,-,CA$20 for two,"Fast Food, Cafe","19705 Fraser Highway, Langley",+16045390950,0,15
129,City of Langley,Sushi Tamaru,-,CA$35 for two,"Sushi, Japanese","5576 204 St, Langley City, BC V3A 1Z5, Langley",+17782788918,0,0
130,City of Langley,The West Country Hotel Lounge & Country Pub,-,CA$45 for two,Bar Food,"20222 56 Avenue, Langley V3A3Y5",+16045339047,0,1
131,City of Langley,Estrella's Montreal Deli & Cafe,4.1,CA$25 for two,Deli,"5932 200 Street, Langley V3A1N3",+16045399988,109,67
132,City of Langley,Road Runner Cafe,3.7,CA$30 for two,Diner,"20475 62 Avenue, Langley V3A 5E6",+16045346240,27,15
133,City of Langley,Osso Lunchroom,3.8,CA$35 for two,Cafe,"703-20381 62 Avenue, Langley V3A 5E6",+17782780220,22,10
134,City of Langley,Cora Breakfast and Lunch,3.5,CA$30 for two,Diner,"104-20670 Langley Bypass, Langley",+16045342672,22,30
135,City of Langley,Frosting Cupcakery,3.2,CA$20 for two,"Desserts, Cafe","20411 Fraser Highway, Langley V3A4G3",+17782788832,37,6
136,City of Langley,IHOP,3.4,CA$25 for two,American,"19700 Langley Bypass, Langley, Langley V3A7B1",+16045301169,26,22
137,City of Langley,Best Grill,3.2,CA$25 for two,Diner,"112-20740 Mufford Crescent, Langley",+16045339600,15,4
138,City of Langley,Morning Glory Cafe,3.1,CA$25 for two,Cafe,"20488 Fraser Highway, Langley V3A",+16045328835,14,3
139,City of Langley,Buns Master Bakery,3.6,CA$20 for two,"Bakery, Cafe","301-20771 Langley Bypass, Langley V3A5E8",+16045332330,13,4
140,City of Langley,Cafe Adda By Naz,-,for two,Indian,"5572 204th Street, Langley V3A 1Z5",+16044012421,3,9
141,City of Langley,Hot &Toasty Cafe,-,for two,Cafe,"5497 Salt Lane, Langley, Langley V3A 5C7",+16044274687,1,5
142,City of Langley,Moral Gluttony,3.7,CA$20 for two,Cafe,"20771, Langley Bypass, Langley V3S 5E8",+17783660866,4,4
143,City of Langley,Gypsy Trunk,2.6,CA$25 for two,"Coffee and Tea, Fast Food","Location Varies, Langley V3A4H9",Not available for this place,4,3
144,City of Langley,Jerusalem Grill,3.5,CA$30 for two,"Mediterranean, Grill","19700 Langley Bypass #102, Metro Vancouver, Langley V3A 7B1",+16044271550,5,7
145,City of Langley,Ritz Catering & Coffee House,3.3,CA$20 for two,Cafe,"104-19289 Langley Bypass, Langley V3S8V9",+16045769143,4,1
146,City of Langley,Freshslice Pizza,3.2,CA$20 for two,"Pizza, Fast Food","19705 Fraser Hwy, Langley V3A 8H2",+16045348200,4,12
147,City of Langley,Coastal Coffee And Tea,-,CA$20 for two,Cafe,"20555 56 Avenue, Langley",+16044272900,0,8
148,City of Langley,Hugo's Mexican Kitchen,3.5,CA$40 for two,Mexican,"19181 Fraser Highway, Surrey, BC V3S 2V6, Langley",+17785478835,5,6
149,City of Langley,Gossip Corner Cafe,-,CA$25 for two,"Bakery, Coffee and Tea, Burger","5680 198 Street Langley, Langley",+16045340095,3,3
150,City of Langley,Ice Cream Galore,3.0,CA$10 for two,"Desserts, Ice Cream","102-20505 Fraser Highway, Langley V3A4G3",+16045327708,4,1
151,City of Langley,Masala India Bistro,-,CA$25 for two,Indian,"20345 Fraser Highway, Langley, Langley V3A 4E8",+17782787777,3,7
152,City of Langley,Garden Kaiser Coffee Shop,-,CA$30 for two,Cafe,"19897 56 Avenue, Langley V3A3X9",+16045307744,2,1
153,City of Langley,City Blends Coffee,-,CA$15 for two,Cafe,"5765 Glover Road, Langley V3A8M8",+16045320462,2,5
154,City of Langley,Suburban Spoon Cafe,-,CA$20 for two,"Asian, Greek","20901 Langley Bypass, Inside Power Change Building, Langley V3A 4H9",+16042209758,3,4
155,City of Langley,A Bread Affair,-,CA$25 for two,Bakery,"310-20560 Langley Bypass, Langley",+16045412353,0,5
156,City of Langley,Au Donair Zone,-,CA$20 for two,"Middle Eastern, Kebab","20009 Industrial Avenue, Langley",+16045101978,0,2
157,City of Langley,White Pearl Cafe,-,CA$25 for two,Cafe,"20436 Fraser Highway, Langley",+16045107776,1,1
158,City of Langley,Lemon Bakery,-,CA$15 for two,"Bakery, Cafe","20108 Fraser Highway, Suite 102, Langley City, BC V3A 4E4, Langley",+16045391663,2,3
159,City of Langley,Colleen's Cafe,-,for two,"Sandwich, Coffee and Tea","104-26730 56th Avenue, Langley V4W 3X5",+16048564948,2,0
160,City of Langley,Tastefully Yours By Jeff,-,CA$25 for two,Cafe,"102-19329 Enterprise Way, Langley V3S6J8",+16045342006,1,2
161,City of Langley,Dals Poke,-,CA$25 for two,Healthy Food,"5492 Salt Lane, Langley City, Langley, Langley",+16044272678,1,3
162,City of Langley,Happy Break Cafe,-,CA$25 for two,"Cafe, Japanese","101-19415 56th Avenue, Langley V3S6K2",+16045328060,0,2
163,City of Langley,Corner Cafe,-,CA$20 for two,Diner,"20299 56 Avenue, Langley",+16045108808,0,2
164,City of Langley,The West Country Restaurant,-,CA$35 for two,Diner,"20222 56 Avenue, Langley V3A3Y5",+16045305121,0,3
165,Township of Langley,Porter's Bistro Coffee & Tea House,3.9,CA$30 for two,Cafe,"21611 48 Avenue, Langley V3A",+16045305297,18,7
166,Township of Langley,Tracycakes Bakery Cafe,3.2,CA$30 for two,"Tea, Cafe, Bakery","21594 48 Avenue, Langley V3A 4M8",+16044271424,16,17
167,Township of Langley,Cravings Coffee & Bakery,3.4,CA$20 for two,Cafe,"114-4061 200 Street, Langley V3A",+16045335596,15,7
168,Township of Langley,European Deli & Catering Company,3.8,CA$20 for two,"Sandwich, Deli","Medical Arts Centre, 106-22314 Fraser Highway, Langley V3A",Not available for this place,7,2
169,Cloverdale,Deluxe Noodle House,3.2,for two,"Chinese, Vietnamese","19255 Fraser Hwy, BC,#108, Surrey, British Columbia, Metro Vancouver, Surrey",+16044273828,5,6
170,Cloverdale,Misan Cafe,3.3,CA$20 for two,Cafe,"17918 55th Avenue, Surrey V3S6C8",+16045744832,4,3
171,Downtown,Dragonfly Cafe,-,for two,American,"20477 Fraser Highway, Langley, Vancouver V3A 4G3",+16044271950,3,0
172,Township of Langley,Trendz Coffee,3.4,CA$20 for two,"Cafe, Deli","4033 208th Street, Langley V3A",+16045300635,5,17
173,Township of Langley,Waikiki Cafe & Sushi Express,-,CA$20 for two,"Sushi, Japanese, Asian, Cafe","103A-22112 52nd Avenue, Langley V2Y",+16045338981,1,1
174,Cloverdale,Cupcake Sushi,-,CA$15 for two,Desserts,"Lucas Place, 1-17967 56 Avenue, Surrey V3S1C7",+16043722273,0,2
175,Township of Langley,Mon Amie Cafe and Bistro,-,CA$25 for two,Cafe,"101-20338 65 Avenue, Langley",+16045100811,0,5
176,Guildford,Ritz Lunch Cafe and Grill,-,CA$20 for two,"Cafe, American","19289 Langley Bypass, Surrey V3S 8V9",+16045769143,2,0
177,Newton,Corner Cafe,-,for two,"Coffee and Tea, Canadian","19415 56 Ave, Surrey, Surrey V3S 6K2",+16045328060,0,0
178,Township of Langley,Tim Hortons,-,CA$20 for two,Cafe,"19971 72nd Avenue, Langley",+16045341557,0,1
179,Cloverdale,Tim Hortons,-,CA$20 for two,Cafe,"Fraser Hwy, Surrey",+16045741812,0,1
180,Cloverdale,Dublin Crossing Irish Pub,4.0,CA$60 for two,Bar Food,"Clayton Crossing, 101-18789 Fraser Highway, Surrey V3S",+16045755470,123,49
181,Cloverdale,Memphis Blues Barbeque House,3.8,CA$35 for two,BBQ,"Hillcrest Village, 302-18690 Fraser Highway, Surrey V3S7Y4",+17785743355,100,24
182,Township of Langley,Noma Sushi Japanese Restaurant,4.1,CA$40 for two,"Sushi, Japanese, Asian","C120-20678 Willoughby Town Centre Drive, Langley V2Y0L7",+16043712277,63,39
