,Location,Name,Rating,Price Range,Cuisine Type,Address,Phone Number,Num Reviews,Num Photos
18,Port Coquitlam,San Remo Pizza,4.2,CA$50 for two,"Italian, Pizza","3022 Flint Street, Port Coquitlam, Metro Vancouver V3B 4H4",+16049418644,124,11
19,Port Coquitlam,Takano Japanese Noodle Café,3.8,CA$30 for two,"Ramen, Japanese, Asian","3242 Westwood Street, Metro Vancouver V3C 3L5",+16044613798,101,39
20,Port Coquitlam,The Bombay,4.0,CA$35 for two,Indian,"Westwood Centre, 2748 Lougheed Highway, Metro Vancouver V3C 3L8",+16049443872,120,14
21,Port Coquitlam,Shyun,4.1,CA$45 for two,"Sushi, Japanese, Asian","1250 Dominion, Avenue 102, Port Coquitlam, Metro Vancouver V3B 8G7",+16049444411,59,85
22,Port Coquitlam,Dinakis,3.8,CA$60 for two,"Greek, Mediterranean, Grill","Oxford Market, 101-2020 Oxford Connector, Metro Vancouver V3C 0A4",+16044723333,108,10
23,Port Coquitlam,Ginza Sushi,4.0,CA$25 for two,"Sushi, Japanese, Asian","#2, 2850, Oxford Street, Port Coquitlam, Metro Vancouver, Metro Vancouver V3B 4B9",+16049455544,82,57
24,Port Coquitlam,Sushi 990,3.7,CA$35 for two,"Sushi, Japanese, Asian","Clock Tower Centre, 1125 Nicola Street, Metro Vancouver V3B 8B2",+16044757990,47,87
25,Port Coquitlam,The Gillnetter Pub,3.3,CA$40 for two,Bar Food,"1864 Argue Street, Metro Vancouver V3C5K4",+16049415599,74,35
26,Port Coquitlam,Asahi Japanese,3.8,CA$35 for two,"Sushi, Japanese, Asian","103-2540 Mary Hill Road, Metro Vancouver V3C 2A9",+16049412633,67,57
27,Port Coquitlam,Pho Toan Thang,4.0,CA$25 for two,"Vietnamese, Asian","Clock Tower Centre, 106-1125 Nicola Street, Metro Vancouver V3B 8A4",+16044641250,75,24
28,Port Coquitlam,Cat & Fiddle Pub,3.4,CA$65 for two,Bar Food,"1979 Brown Street, Metro Vancouver V3C 2N4",+16049418822,81,13
29,Port Coquitlam,The Arms Pub,4.2,CA$50 for two,Bar Food,"3261 Coast Meridian Road, Metro Vancouver V3B 3N3",+16049414711,58,26
30,Port Coquitlam,Sky Dragon,3.7,CA$40 for two,"Chinese, Asian","1538 Prairie Avenue, Metro Vancouver V3B 1T5",+16049418811,65,10
31,Port Coquitlam,Earls,3.3,CA$70 for two,Canadian,"Shaughnessy Station, 3850 Shaughnessy Street, Metro Vancouver V6Z 3G4",+16049411733,77,33
32,Port Coquitlam,Sushi Village,3.8,CA$25 for two,"Sushi, Japanese, Asian","3331 Coast Meridian Road, Metro Vancouver, Metro Vancouver V3B 3N6",+16049416844,53,17
33,Port Coquitlam,Matteo's Gelato,4.0,CA$15 for two,"Cafe, Ice Cream, Desserts","2615 Mary Hill Road, Metro Vancouver V3C3A9",+16044642228,57,9
34,Port Coquitlam,Pallas Athena,4.0,CA$45 for two,Greek,"1250 Dominion Avenue, Metro Vancouver V3B 8G7",+16049414871,59,11
35,Port Coquitlam,Five Guys,3.5,CA$20 for two,"Fast Food, Burger","Fremont Village, 130-2105 Hawkins Street, Metro Vancouver V3B",+16044684772,68,5
36,Port Coquitlam,Hearthstone Pizza,3.7,CA$20 for two,Pizza,"2755 Lougheed Highway, Metro Vancouver",+16049442221,33,45
37,Port Coquitlam,Pho T&T,3.7,CA$25 for two,"Vietnamese, Asian","106-2581 Mary Hill Road, Metro Vancouver V3C 3A9",+16049428937,44,12
38,Port Coquitlam,The Kebob House,4.0,CA$25 for two,"Greek, Middle Eastern","2865 Shaughnessy Street, Metro Vancouver V3C3H1",+16045540116,45,7
39,Port Coquitlam,Ma Now Thai Kitchen,3.4,CA$50 for two,"Thai, Asian","Poco Place, 29-2755 Lougheed Highway, Metro Vancouver V3B5Y9",+17783557979,33,37
40,Port Coquitlam,Hiro Sushi,3.8,CA$25 for two,"Sushi, Japanese, Asian","2540 Shaughnessy Street, Metro Vancouver V3C 3G2",+16045523474,51,4
41,Port Coquitlam,Me-n-Ed's Pizza Parlor,3.8,CA$40 for two,"Pizza, Italian","2233 McAllister Avenue, Metro Vancouver V3C2A5",+16049421200,59,5
42,Port Coquitlam,Orrange Kitchen and Bar,3.6,CA$70 for two,Bar Food,"Clock Tower Centre, 111-1125 Nicola Street, Metro Vancouver V3B 8B2",+16044744424,57,5
43,Port Coquitlam,Tongileo Korean Restaurant,3.8,CA$30 for two,"Korean, Asian","2579 Lougheed Highway, Vancover, Metro Vancouver V3B1B4",+16044742579,29,31
44,Port Coquitlam,Samz Pub,3.4,CA$65 for two,Bar Food,"2342 Elgin Avenue, Metro Vancouver V3C3G5",+16044611174,57,7
45,Port Coquitlam,Pho 51,3.7,CA$35 for two,"Bubble Tea, Vietnamese, Asian","Freemont Village, 120-2160 Hawkins Street, Metro Vancouver V3B",+16049448880,46,18
46,Port Coquitlam,Pho Huy,3.8,CA$25 for two,"Vietnamese, Asian","Poco Place, 2755 Lougheed Highway, Metro Vancouver V3B 5Y9",+16044648959,48,7
47,Port Coquitlam,Happy Chinese Restaurant,3.2,CA$35 for two,"Chinese, Asian","3266 Coast Meridian Road, Metro Vancouver V3B 3N3",+17782858323,43,8
48,Port Coquitlam,Sparta Empire Pizza,3.7,CA$40 for two,"Greek, Mediterranean","2232 McAllister Avenue, Metro Vancouver V3C 2A6 2A6",+16049428414,41,10
49,Port Coquitlam,Eastern Pearl Seafood Resturant,3.4,CA$40 for two,Chinese,"6102-2850 Shaughnessy Street, Port Coquitlam, Metro Vancouver V3C 6K5",+16044742992,16,47
50,Port Coquitlam,Donair Affair,3.3,CA$20 for two,"Kebab, Middle Eastern","105-2540 Mary Hill Road, Metro Vancouver V3C2A9",+16049413839,50,3
51,Port Coquitlam,Pappa Leo's Pizza,3.9,CA$25 for two,"Pizza, Fast Food","3237 Coast Meridian Road, Metro Vancouver V3B 1T4",+16049417374,27,5
52,Port Coquitlam,John's Chicken,3.7,CA$20 for two,Fast Food,"101A-1475, Prairie Avenue, Port Coquitlam, Metro Vancouver V3B 1T4",Number not available,37,5
53,Port Coquitlam,The Mexican Gourmet,3.1,CA$30 for two,"Latin American, Mexican","Poco Place, 18-2755 Lougheed Highway, Metro Vancouver V3B5Y9",+16049445594,27,23
54,Port Coquitlam,Spice Art,3.4,CA$40 for two,Indian,"1475 Prairie Avenue, Metro Vancouver V3B 1T3",+16044741511,15,36
55,Port Coquitlam,Izba Bistro,3.3,CA$45 for two,"Canadian, European","PoCo Inn & Suites Hotel, 1535 Lougheed Highway, Metro Vancouver V3B 1A5",+16044758864,22,18
56,Port Coquitlam,Blend Bubble Tea,3.4,CA$20 for two,"Bubble Tea, Beverages","3266A Coast Meridian Road, Metro Vancouver",+16044758880,26,17
57,Port Coquitlam,Pizza 123,3.9,CA$20 for two,"Pizza, Fast Food","3377 Coast Meridian Road, Metro Vancouver V3B6X3",+16049422999,19,11
58,Port Coquitlam,Donair Licious,2.7,CA$15 for two,Middle Eastern,"2652 Shaughnessy Street, Metro Vancouver V3C",+17782853323,29,1
59,Port Coquitlam,Swiss Chalet,3.0,CA$50 for two,Canadian,"Freemont Village, 110-2105 Hawkins Street, Metro Vancouver V3B 0G6",+16044722510,27,23
60,Port Coquitlam,Sushi Express,3.6,CA$30 for two,"Sushi, Japanese, Asian","2570 Kingsway, Metro Vancouver V3C 1T6",+16044750095,18,8
61,Port Coquitlam,Taco Del Mar,3.2,CA$20 for two,"Mexican, Fast Food","2020 Oxford Connector Suite 113, Metro Vancouver V3C0A4",+16044645388,25,13
62,Port Coquitlam,Tasty Honkin' Donair,3.7,CA$15 for two,"Mediterranean, Middle Eastern","Meridian Gateway Plaza, 112-1320 Kingsway, Metro Vancouver V3C6P4",+16049444515,17,5
63,Port Coquitlam,Megabite Pizza,3.3,CA$20 for two,"Pizza, Fast Food","102-2540 Mary Hill Road, Metro Vancouver V3C2A9",+16044682500,27,12
64,Port Coquitlam,Fryday,3.6,CA$25 for two,Korean,"2883 Shaughnessy Street, Port Coquitlam, Metro Vancouver V3C 3H1",+16044741162,9,12
65,Port Coquitlam,Omega Pizza & Wings,3.1,CA$20 for two,"Pizza, Fast Food","2283 McAllister Avenue, Metro Vancouver V3C3G3",+16049410341,22,3
66,Port Coquitlam,White Spot,3.1,CA$50 for two,Canadian,"2310 Ottawa Street, Metro Vancouver V3B7Z1",+16044684844,24,22
67,Port Coquitlam,Carl's Jr.,2.7,CA$20 for two,Fast Food,"1971 Lougheed Highway, Port Coquitlam, Metro Vancouver V3B 1A6",+16049410654,17,8
68,Port Coquitlam,Sushi Fu,3.5,CA$25 for two,"Japanese, Seafood, Sushi","2640 Shaughnessy Street, Port Coquitlam, Metro Vancouver V3C 3G6",+16049416131,10,12
69,Port Coquitlam,Noodle House,3.3,CA$25 for two,"Vietnamese, Thai","1466 Prairie Avenue, Metro Vancouver V3B 5M8",+16049459597,7,14
70,Port Coquitlam,Sushime,3.2,CA$25 for two,"Sushi, Japanese","2640 Shaughnessy Street, Metro Vancouver V3C 3G6",+16049416131,6,14
71,Port Coquitlam,New Chow's Kitchen Chinese Food,3.2,CA$25 for two,"Chinese, Asian","2579 Lougheed Highway, Metro Vancouver V3B4P6",+16045527776,12,1
72,Port Coquitlam,Dairy Queen Grill & Chill,3.6,CA$20 for two,"Fast Food, Desserts","2550c Shaughnessy Street., Metro Vancouver V3C3G2",+16049416343,14,13
73,Port Coquitlam,McDonald's,2.8,CA$20 for two,Fast Food,"Shaughnessy Station, 2119-2850 Shaughnessy Street, Metro Vancouver V3C6K5",+16045520231,14,12
74,Port Coquitlam,Sun Mongolian BBQ,3.4,CA$40 for two,"Mongolian, Asian","2564 Shaughnessy Street, Metro Vancouver",+17782858228,9,2
75,Port Coquitlam,Starbucks,3.5,CA$20 for two,Cafe,"2561 Shaughnessy Street, Metro Vancouver V3C3B8",+16045520674,18,16
76,Port Coquitlam,Popeyes,3.2,CA$15 for two,Fast Food,"2170 Hawkins Street Unit 110, Port Coquitlam, Metro Vancouver",+17789413681,11,5
77,Port Coquitlam,A&W,2.6,CA$20 for two,Fast Food,"2536 Shaughnessy Street, Metro Vancouver V3C3G2",+16049421838,10,9
78,Port Coquitlam,Ball Breakers Billiards & Bistro,3.2,CA$20 for two,"Bar Food, Ice Cream","103-3310 Coast Meridian Road, Metro Vancouver V3B",+16044643788,13,5
79,Port Coquitlam,Papa John's Pizza,3.3,CA$25 for two,"Pizza, Fast Food","#3-2541 Shaughnessy Street Unit 3, Metro Vancouver V3C3G1",+16044644133,9,21
80,Port Coquitlam,Pizza Factory,3.7,CA$20 for two,"Pizza, Fast Food","109-3242 Westwood Street, Metro Vancouver V3C3L8",+16044697000,6,14
81,Port Coquitlam,Timberman Chinese Restaurant,-,CA$25 for two,"Cantonese, Chinese, Sichuan","B106 - 1475 Prairie Avenue, Metro Vancouver, Metro Vancouver V3B 1T3",+16044743212,3,8
82,Port Coquitlam,Varietal Chinese Restaurant,-,CA$25 for two,"Cantonese, Chinese, Dim Sum, Seafood, Tea","2228 McAllister Avenue, Port Coquitlam, Metro Vancouver V3C 2A6",+17782855677,3,8
83,Port Coquitlam,Poco Sushi Japanese Restaurant,3.7,CA$40 for two,"Japanese, Sushi","400 - 2325 Ottawa Street, Port Coquitlam., Metro Vancouver V3B 8A4",+16044740535,6,18
84,Port Coquitlam,Papa Dave's Pizza,3.2,CA$25 for two,Pizza,"2580 Kingsway, Metro Vancouver V3C6L7",+16045540292,8,1
85,Port Coquitlam,Tri-City Pizza & Curry House,3.4,CA$25 for two,Pizza,"Oxford Market, 110-2020 Oxford Connector, Metro Vancouver V3C 0A4",+16049412020,5,4
86,Port Coquitlam,Daniel Le Chocolat Belge,3.8,CA$15 for two,"Cafe, Coffee and Tea, Desserts","105-2331 Marpole Avenue, Port Coquitlam, Metro Vancouver V3C 2A1",+17789419049,6,6
87,Port Coquitlam,Panago,3.5,CA$30 for two,"Pizza, Fast Food","2815 Shaughnessy Street, Metro Vancouver V3C3H1",+16043100001,8,14
88,Port Coquitlam,Mucho Burrito,3.3,CA$25 for two,Mexican,"2105 Hawkins Street, Metro Vancouver",+16044740413,5,3
89,Port Coquitlam,Quiznos,3.6,CA$25 for two,"Fast Food, Sandwich","400-2325 Ottawa Street, Metro Vancouver V3B8A4",+16049416112,8,8
90,Port Coquitlam,Wendy's,2.3,CA$20 for two,Fast Food,"Meridian Gateway Plaza, 1320 Kingsway Avenue, Metro Vancouver V3B2A7",+16044688840,4,31
91,Port Coquitlam,Pizza Factory,3.4,CA$20 for two,"Pizza, Fast Food","109-3242 Westwood Street, Metro Vancouver V3B5Y9",+16044697000,5,1
92,Port Coquitlam,Captain Sushi,3.5,CA$20 for two,"Sushi, Japanese","2310 Ottawa Street, Metro Vancouver V3B 7Z1",+16044680200,5,3
93,Port Coquitlam,Harvey's,3.3,CA$20 for two,"Fast Food, Canadian, Burger","2105 Hawkins Street, 110, Port Coquitlam, Metro Vancouver V3C 5Z8",+16044722510,5,8
94,Port Coquitlam,Subway,3.3,CA$25 for two,Fast Food,"1475 Prairie Avenue, Metro Vancouver V3B1T4",+16049422700,8,12
95,Port Coquitlam,Yokozna Sushi,-,CA$35 for two,"Japanese, Sushi","B109-1475 Prairie Avenue, Port Coquitlam, BC V3B 1T3, Metro Vancouver",+16044610442,1,3
96,Port Coquitlam,Burger King,-,CA$20 for two,"Burger, Fast Food","879 Village Drive, Metro Vancouver V3B 0G9",+16044742820,2,61
97,Port Coquitlam,Uncle Moe's Donair & Platter,3.7,CA$20 for two,Mediterranean,"101-3242 Westwood Street, Metro Vancouver",+16044755007,4,4
98,Port Coquitlam,KFC,-,CA$20 for two,Fast Food,"200-2325 Ottawa Street, Metro Vancouver",+17782857400,2,7
99,Port Coquitlam,Taco Bell,-,CA$20 for two,"Mexican, Fast Food","200-2325 Ottawa Street, Metro Vancouver V3B6J6",+17782857400,2,10
100,Port Coquitlam,Chatime,-,CA$15 for two,"Beverages, Bubble Tea","2755 Lougheed Highway, Suite 21, Port Coquitlam, BC V3B 5Y9, Metro Vancouver",+17782851825,1,0
101,Port Coquitlam,Iron Bowl,-,CA$40 for two,"Sushi, Japanese","1150-1502 Broadway Street, Port Coquitlam, BC V3C 2M8, Metro Vancouver",+17789410714,2,3
102,Port Coquitlam,Tim Hortons,-,CA$20 for two,"Fast Food, Cafe","1525 Lougheed Hwy, Metro Vancouver V3B",+16044646225,1,13
103,Port Coquitlam,Caravan Authentic Cafe &amp; Restaurant,-,CA$35 for two,"Turkish, Persian","2755 Lougheed Highway, Suite 3, Port Coquitlam, BC V3B 5Y9, Metro Vancouver",+16049422088,1,0
104,Port Coquitlam,Si Senior Taqueria Fiesta Mexicana,-,CA$25 for two,Mexican,"2851 Shaughnessy Street, Port Coquitlam, BC V3C 3H1, Metro Vancouver",+17789410900,1,0
105,Port Coquitlam,Dairy Queen Grill & Chill,-,CA$15 for two,Fast Food,"1475 Prairie Avenue, Metro Vancouver",+16044689590,1,0
106,Port Coquitlam,Menchie's Frozen Yogurt,-,CA$15 for two,"Frozen Yogurt, Desserts","Freemont Village, 150-863 Village Drive, Metro Vancouver",+16044758599,2,8
107,Port Coquitlam,Boston Pizza,-,CA$25 for two,"Pizza, Bar Food","300 - 2325 Ottawa St., Port Coquitlam, Metro Vancouver",+17782852200,0,0
108,Port Coquitlam,Tim Hortons,-,CA$25 for two,Cafe,"2090 Lougheed Hwy, Metro Vancouver",+16044646045,0,1
109,Port Coquitlam,Wendy's,-,CA$15 for two,Fast Food,"1320 Kingsway Avenue, Metro Vancouver",+16044688840,0,0
